SKILL_20150317_000001	Attack	공격
SKILL_20151116_005431	{#DD5500}{ol}[Missile]{/}{/}{nl}Menembak kedepan saat bergerak kebelakang.	{#DD5500}{ol}[미사일]{/}{/}{nl}전방을 향해 사격하고, 자신은 뒤로 빠져나갑니다. 
SKILL_20151116_005432	{#DD5500}{ol}[Missile]{/}{/}{nl}Menggunakan kecepatan untuk bergerak dengan cepat saat menyerang ketika naik diatas.	{#DD5500}{ol}[미사일]{/}{/}{nl}탑승시의 기동력을 이용하여 빠르게 달리면서 적을 향해 공격합니다.
SKILL_20151116_005433	{#DD5500}{ol}[Missile]{/}{/}{nl}Menembak ke arah yang berlawanan saat kamu bergerak.	{#DD5500}{ol}[미사일]{/}{/}{nl}이동하는 방향의 후방을 향해 사격하며 달립니다.
SKILL_20151116_005434	Menembakan shell untuk musuh yang ditargetkan di tanah. Memberikan damage 50% pada musuh tipe Flying.	지면 상의 적들을 대상으로 포탄을 발사합니다. 공중형 적에게는 50%의 피해만 적용됩니다.
SKILL_20151116_005435	Menembakan shell untuk musuh yang ditargetkan di udara. Memberikan damage 50% pada musuh ditanah.	비행중인적을 대상으로 포탄을 발사합니다. 지면 위의 적에게는 50%의 피해만 적용됩니다.
SKILL_20151116_005436	Menembak ke tanah menggunakan Howitzer. Musuh yang terkena tembakan akan terjatuh dan memberikan 5x damage pada bangunan musuh.	지면을 대상으로 곡사포를 발사합니다. 피해를 입은 적들은 넉다운되며 적의 구조물에 대해서는 5배의 피해를 입힙니다.
SKILL_20151116_005437	Memberikan damage ke beberapa musuh dengan meluncurkan meriam berbentuk busur ke tanah.	부채꼴 범위의 캐논을 정면을 향해 발사해 다수의 적에게 피해를 입힙니다.
SKILL_20151116_005438	Covering Fire	커버링파이어
SKILL_20151116_005439	Headshot	헤드샷
SKILL_20151116_005440	Snipe	스나이프
SKILL_20151116_005441	Penetration Shot	페네트레이션 샷
SKILL_20151116_005442	Butt Stroke	버트스트로크
SKILL_20151116_005443	Bayonet Thrust	바요넷 쓰러스트
SKILL_20151116_005444	Maksimum HP: +#{CaptionRatio}#{nl}Movement Speed: +#{CaptionRatio2}#{nl}Durasi: #{CaptionTime}# detik{nl}Durasi Glyph: 15 detik	최대 HP #{CaptionRatio}# 증가{nl}이동속도 #{CaptionRatio2}# 증가{nl}지속시간 #{CaptionTime}#초{nl}문양 지속시간 15초
SKILL_20151116_005445	Memahat patung Ausrine, Goddess of the Morning Star. Mereka yang berada didalam partymu yang berkumpul disekeliling patung berlawanan dengan arah jarum jam akan mendapatkan divine protection dan menjadi kebal terhadap damage untuk sementara.	새벽별의 여신 아우슈리네상을 조각합니다. 조각된 여신상을 반시계 방향으로 1바퀴 돈 자신 또는 동료는 일시적으로 대미지를 입지 않는 가호의 상태가 됩니다.
SKILL_20151116_005446	STR, CON, INT, SPR, DEX: -#{CaptionRatio}#{nl}Menghabiskan SP per detik{nl}Durasi Maksimum: 10 detik	힘, 체력, 지능, 정신, 민첩 #{CaptionRatio}# 감소{nl}1초당 SP #{CaptionRatio2}#% 소모{nl}최대 지속시간 10초
SKILL_20151116_005447	Meningkatkan fire, ice, lightning, poison, dan earth resistance Kamu serta Party Membermu You untuk sementara, dan memiliki kesempatan untuk menghilangkan serangan dari properti tersebut.	자신과 파티원의 불, 얼음, 전기, 독, 땅 속성 저항력을 일시적으로 증가시키며, 해당 속성 공격 피해를 확률적으로 무효화 합니다.
SKILL_20151116_005448	Properti Resistance: +#{CaptionRatio}#{nl}Kesempatan untuk menghilangkan: #{CaptionRatio2}#%{nl}Durasi: #{CaptionTime}# detik	속성 저항력 #{CaptionRatio}# 증가{nl}속성 공격 무효 확률 #{CaptionRatio2}#%{nl}버프 지속시간 #{CaptionTime}#초
SKILL_20151116_005449	Mengumpulkan energy dan menembakan ke depan. Musuh yang berada di depannya akan terkena damage dan terpental.	{#DD5500}{ol}[물리] - [신성]{/}{/}{nl}기를 모은 뒤 전방을 향해 발사합니다. 맞은 적은 뒤로 밀려나며 피해를 받습니다.
SKILL_20151116_005450	Switch Gender	스위치 젠더
SKILL_20151116_005451	Healing Factor	힐링팩터
SKILL_20151116_005452	Incineration	소각
SKILL_20151116_005453	Bloodletting	방혈
SKILL_20151116_005454	Fumigate	소독
SKILL_20151116_005455	Pandemic	판데믹
SKILL_20151116_005456	Beak Mask	새 부리 가면
SKILL_20151116_005457	Revenged Sevenfold	리벤지드 세븐폴드
SKILL_20151116_005458	Nahast	나하쉬
SKILL_20151116_005459	Ain Soft	아인 소프
SKILL_20151116_005460	Merkava	메르카바
SKILL_20151116_005461	Gematria	게마트리아
SKILL_20151116_005462	Notarikon	노타리콘
SKILL_20151116_005463	Continous Hit Chance	연타 챤스
SKILL_20151116_005464	Level Reduction	레벨 감소
SKILL_20151116_005465	Enemy's companion bites and holds. Decreased defense.	적의 컴패니언이 물고 늘어짐. 방어력 감소.
SKILL_20151116_005466	Meningkatkan evasion rate karaktermu.	자신의 회피율이 증가합니다.
SKILL_20151116_005467	Lemah terhadap serangan tipe Slash.	베기 공격에 취약한 상태입니다.
SKILL_20151116_005468	Mengabaikan defense dengan menggunakan serangan tipe Pierce	찌르기 속성으로 공격당하면 방어력이 무시되는 상태입니다.
SKILL_20151116_005469	Meningkatkan Block.	블록이 증가하는 상태입니다.
SKILL_20151116_005470	Meningkatkan tipe serangan Pierce pada serangan berikutnya	다음 1회 공격하는 찌르기 속성의 공격력이 증가합니다.
SKILL_20151116_005471	Meningkatkan Evasion.	회피가 증가하는 상태입니다.
SKILL_20151116_005472	Meningkatkan Movement Speed	이동 속도 증가
SKILL_20151116_005473	Hide	은신
SKILL_20151116_005474	Kondisi Movement Speed berkurang	이동속도 감소 상태입니다
SKILL_20151116_005475	Kondisi Knock In.	낙인 상태입니다.
SKILL_20151116_005476	Kondisi Invocation.	인보케이션 상태입니다.
SKILL_20151116_005477	Invocation : Transfer	인보케이션: 전달
SKILL_20151116_005478	Meningkatkan attack attribute Darkness pemakainya	주인의 어둠 속성 공격력 증가
SKILL_20151116_005479	Meningkatkan kemampuan regenerasi HP.	HP 회복능력이 증가합니다.
SKILL_20151116_005480	Kondisi Bled.	방혈 상태입니다.
SKILL_20151116_005481	Kondisi Incineration.	소각 상태입니다.
SKILL_20151116_005482	Kondisi sedang mengenakan topeng.	가면 장착 상태입니다.
SKILL_20151116_005483	Kondisi Disinfection.	소독 상태입니다.
SKILL_20151116_005484	Kondisi Max HP meningkat.	최대체력 증가 상태입니다.
SKILL_20151116_005485	Counter attack serangan musuh.	적의 공격을 반사시킵니다.
SKILL_20151116_005486	Fumigate: Purification	소독: 정화
SKILL_20151116_005487	Meningkatkan Resistance pada Poison Attribute	독 속성 저항력 증가.
SKILL_20151116_005488	Fumigate: Prevention	소독: 예방
SKILL_20151116_005489	Meningkatkan persentase Resistance terhadap condition level 3 ke bawah	3레벨 이하 상태이상 저항 확률 증가
SKILL_20151116_005490	Physical Defense berkurang	물리방어력 감소
SKILL_20151116_005491	Kondisi Physical Defense berkurang	물리방어력 감소 상태입니다.
SKILL_20151116_005492	Magic Defense berkurang	마법방어력 감소
SKILL_20151116_005493	Kondisi Magic Defense berkurang	마법방어력 상태입니다.
SKILL_20151116_005494	Physical Attack berkurang	물리공격력 감소
SKILL_20151116_005495	Kondisi Physical Attack berkurang	물리공격력 상태입니다.
SKILL_20151116_005496	Magic Attack berkurang	마법공격력 감소
SKILL_20151116_005497	Kondisi Magic Attack berkurang	마법공격력 상태입니다.
SKILL_20151116_005498	Kondisi Movement Speed berkurang	이동속도 감소 상태입니다.
SKILL_20151116_005499	Shield Mastery: Projectile Defense	방패 마스터리: 투사체 방어
SKILL_20151116_005500	Poison Immunity	독 면역
SKILL_20151116_005501	Mengurangi STA terus menerus	지속적으로 STA가 감소하는 상태입니다
SKILL_20151116_005502	Gae Bulg : Attack Zone	게이불그: 공격지대
SKILL_20151116_005503	Physical Attack, Magic Attack meningkat	물리 공격력, 마법 공격력 증가
SKILL_20151116_005504	Gae Bulg : Defense Zone	게이불그: 방어지대
SKILL_20151116_005505	Physical Defense, Magic Defense meningkat	물리 방어력, 마법 방어력 증가
SKILL_20151116_005506	Menggunakan Rifles	장총 사용
SKILL_20151116_005507	Memungkinkan kamu untuk menggunakan weapon jenis [Rifle].	[장총] 계열 무기를 착용할 수 있습니다.
SKILL_20151116_005508	Pembayaran Pajak	세금 납부
SKILL_20151116_005509	Kamu bisa membayar pajak melalui Master. Sebuah cara cepat untuk menjadi warga negara teladan adalah dengan membayar banyak dan tepat waktu.	마스터를 통해 세금을 납부합니다. 꾸준한 세금 납부는 모범 시민이 되는 가장 빠른 방법입니다.
SKILL_20151116_005510	Meningkatkan physical defense sebesar 10% per attribute level saat [Guard] diaktifkan.	[가드]가 활성화되어 있는 동안 캐릭터의 물리 방어력이 특성 레벨당 10% 증가합니다.
SKILL_20151116_005511	Ketika menyerang musuh dengan [Two-handed Spear] meningkatkan 10% block piercing rate setiap property level.	적에게 [양손창]으로 공격 시 블록 관통률이 특성 레벨당 10% 증가합니다.
SKILL_20151116_005512	Musuh yang terkena serangan Skill[Kill Holing] maka akan terkena kondisi[Bleeding] selama 5 detik. Durasi dari [Bleeding] meningkat 1 detik setiap level property, damage bleeding merupakan proporsi dari kekuatan karakter.	스킬 [킬 홀링]에 공격 당한 적은 5초 동안 [출혈] 상태에 빠집니다. [출혈]의 지속시간은 특성 레벨당 1초씩 증가하며, 출혈 대미지는 캐릭터의 힘에 비례합니다.
SKILL_20151116_005513	Melempar secara berurutan ke 3 musuh dengan [Iron Hook]. Kamu tidak dapat menggunakan [Keel Hauling] saat menangkap beberapa musuh. (Tidak dpat diubah ON/OFF selama [Guard])	[아이언 후크]를 최대 3명의 적에게 순차적으로 던집니다. 여러명을 잡는 대신 [킬 홀링]을 사용할 수 없습니다. (아이언 후크를 사용 중에는 ON/OFF를 할 수 없습니다.)
SKILL_20151116_005514	Jolly Roger: Unity	졸리로저: 결속
SKILL_20151116_005515	Membatalkan serangan musuh dengan kesempatan tertentu saat [Jolly Roger] aktif. Memberikan kesempatan sebesar 0.5% per attribute level dan meningkatkan kesempatan tergantung pada jumlah anggota pirate. (Namun tidak berlaku jika tidak ada pirate lain selain kamu)	[졸리 로저] 효과 활성화 중 일정 확률로 적의 공격을 무효화 합니다. 확률은 특성 레벨당 0.5%씩 적용되지만, 해적단 단원수에 따라 확률이 증가합니다. (단, 해적단에 자신 이외에 아무도 없으면 적용되지 않습니다.)
SKILL_20151116_005516	Mendapatkan Box Item	상자 아이템 획득
SKILL_20151116_005517	Meningkatkan movement speed sebanyak 5 selama 7 detik per attribute level saat membuka treasure chest.	보물 상자를 열면 특성 레벨당 7초 동안 캐릭터의 이동속도가 4 증가합니다.
SKILL_20151116_005518	Rapier Mastery: Aggression	레이피어 마스터리: 공격성
SKILL_20151116_005519	Meningkatkan [Pierce] damage sebesar 3% per attribute level saat menggunakan [Rapier] sebagai main weapon, dan tidak menggunakan [Shield] sabagai sub-weapon. (Tidak berpengaruh untuk basic attack)	주 장비로 [레이피어]를 착용하고, 보조 장비로 [방패]를 착용하지 않았을 시 캐릭터의 스킬 대미지가 특성 레벨당 3% 증가합니다. (기본 공격은 해당되지 않습니다.)
SKILL_20151116_005520	Attaque Composee: Enhance	아따끄 꽁뽀제: 강화
SKILL_20151116_005521	Meningkatkan damage yang diberikan pada musuh dengan [Attaque Composee] sebanyak 1% per attribute level.	적에게 입히는 [아따끄 꽁뽀제]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005522	Lunge: Enhance	런지: 강화
SKILL_20151116_005523	Meningkatkan damage yang diberikan pada musuh dengan [Lunge] sebesar 1% per attribute level.	적에게 입히는 [런지]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005524	Sept Etoiles: Enhance	세테뚜와르: 강화
SKILL_20151116_005525	Meningkatkan damage yang diberikan pada musuh dengan [Sept Etoiles] sebesar 1% per attribute level.	적에게 입히는 [세테뚜와르]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005526	Attaque Coquille: Enhance	아따끄 꼬끼유: 강화
SKILL_20151116_005527	Meningkatkan damage yang diberikan pada musuh dengan [Attaque Coquille] sebesar 1% per attribute level.	적에게 입히는 [아따끄 꼬끼유]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005528	Esquive Toucher: Enhance	에스뀌브 뚜슈: 강화
SKILL_20151116_005529	Meningkatkan damage yang diberikan pada musuh dengan [Esquive Toucher] sebesar 1% per attribute level.	적에게 입히는 [에스뀌브 뚜슈]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005530	Flanconnade: Enhance	플랑코나드: 강화
SKILL_20151116_005531	Meningkatkan damage yang diberikan pada musuh dengan [Flanconnade] sebesar 1% per attribute level.	적에게 입히는 [플랑코나드]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005532	Kunia : Enhancement	쿠나이: 강화
SKILL_20151116_005533	Meningkatkan 1% Damage dari [Kunai] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [쿠나이]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005534	Katon no Jutsu : Enhancement	인법 화둔술: 강화
SKILL_20151116_005535	Meningkatkan 1% Damage dari [Katon no Jutsu] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [인법 화둔술]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005536	Mijin no Jutsu : Enhancement	인법 미진술: 강화
SKILL_20151116_005537	Meningkatkan 1% Damage dari [Mijin no Jutsu] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [인법 미진술]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005538	Mijin no Jutsu : Hide	인법 미진술: 은신
SKILL_20151116_005539	Setelah menggunakan skill [Mijin no Jutsu] karakter menjadi dalam kondisi hide selama 5 detik. Durasi meningkat 1.5 detik setiap property level mulai dari level 2.	스킬 [인법 미진술] 사용 후 캐릭터가 5초 동안 은신 상태가 됩니다. 2레벨 부터 지속시간이 특성 레벨당 1.5초씩 증가합니다.
SKILL_20151116_005540	Katon no Jutsu : Hide	인법 화둔술: 은신
SKILL_20151116_005541	Setelah menggunakan skill [Katon no Jutsu] karakter setiap level property ,menjadi dalam kondisi hide selama 2 detik.	스킬 [인법 화둔술] 사용 후 캐릭터가 특성 레벨당 2초 동안 은신 상태가 됩니다.
SKILL_20151116_005542	Bunshin no Jutsu : Stamina	인법 분신술: 지구력
SKILL_20151116_005543	Ketika [Bunshin no Jutsu] sedang diaktifkan, maka STA yang terkonsumsi pada periode waktu, meningkat 0,05 detik setiap property level.	[분신술]이 활성화 중일 때 STA 소모되는 주기 시간이 특성 레벨당 0.05초 증가합니다.
SKILL_20151116_005544	Mokuton no Jutsu : Bind	인법 목둔술: 결박
SKILL_20151116_005545	Musuh yang terkena damage dari [Mokuton no Jutsu] akan mengalami tidak bisa bergerak selama 4 detik. Durasi meningkat 1 detik setiap level property mulai dari level 2.	스킬 [인법 목둔술]에 피해를 입은 적은 4초 동안 이동 불가 상태가 됩니다. 2레벨 부터 지속시간이 특성 레벨당 1초씩 증가합니다.
SKILL_20151116_005546	Bunshin no Jutsu: Damage reduction	인법 분신술: 피해 감소
SKILL_20151116_005547	Mengurangi besaran damage yang diterima oleh para Bunshin dari [Bunshin no Jutsu].	[분신술]의 분신들이 입는 피해량이 감소합니다.
SKILL_20151116_005548	Dragon Tooth : Enhance	드래곤투스: 강화
SKILL_20151116_005549	Meningkatkan 1% Damage dari [Dragon Tooth] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [드래곤투스]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005550	Dragon Tooth : Evade	드래곤투스: 회피
SKILL_20151116_005551	Setelah menggunakan Skill [Dragon Tooth] maka meningkatkan 10% evasion dari Karakter selama 7 detik setiap property level.	스킬 [드래곤투스] 사용 후 7초 동안 캐릭터의 회피가 특성 레벨당 10% 증가합니다.
SKILL_20151116_005552	Serpentine : Enhancement	세펜틴: 강화
SKILL_20151116_005553	Meningkatkan 1% Damage dari [Serpentine] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [세펜틴]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005554	Serpentine : Bleeding	세펜틴: 출혈
SKILL_20151116_005555	Musuh yang terkena skill [Serpentine] akan terkena  [Bleeding] selama 8 detik dengan kesempatan 2% setiap property level. Damage Bleeding diakumulasikan dari Physical Attack Character.	스킬 [세펜틴]에 피격된 적이 특성 레벨당 2% 확률로 8초 동안 [출혈]에 걸립니다. 출혈 대미지는 캐릭터의 물리 공격력에 비례합니다.
SKILL_20151116_005556	Gae Bulg: Enhance	게이불그: 강화
SKILL_20151116_005557	Meningkatkan 1% Damage dari [Gae Bulga] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [게이불그]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005558	Pada lokasi tombak dilemparkan, akan menyebar Defense area selama 15 detik. Kawan yang berada di Defense area akan mendapat Defense Increase, sehingga Physical Defense dan Magic Defense meningkat 2%.	던져진 창 위치에 15초 동안 방어 지대가 펼쳐집니다. 방어 지대에 있는 동료는 방어력 증가 효과를 받아, 물리 방어력과 마법 방어력이 2% 증가합니다.
SKILL_20151116_005559	Pada lokasi tombak dilemparkan, akan menyebar Attack area selama 15 detik. Kawan yang berada di Attack area akan mendapat Attack Increase, sehingga Physical Attack dan Magic Attack meningkat 2%.	던져진 창 위치에 15초 동안 공격 지대가 펼쳐집니다. 공격 지대에 있는 동료는 공격력 증가 효과를 받아, 물리 공격력과 마법 공격력이 2% 증가합니다.
SKILL_20151116_005560	Dragon Soar : Enhance	드래곤소어: 강화
SKILL_20151116_005561	Meningkatkan 1% Damage dari [Dragon Soar] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [드래곤소어]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005562	Dragon Soar: Shock	드래곤소어: 충격
SKILL_20151116_005563	Musuh yang terkena damage dari Skill [Dragon Soar] akan mengalami kondisi [Shock] selama 10 detik dengan persentase 5% setiap property level.	스킬 [드래곤소어]에 피해입은 적은 특성 레벨당 5% 확률로 10초 동안 [충격] 상태에 빠집니다.
SKILL_20151116_005564	Umbilical Cord: Increased Nullification	생명줄: 무효화 증가
SKILL_20151116_005565	Ketika efek [Umbilical] sedang teraktifkan, maka persentase pembatalan serangan dari musuh meningkat 2% setiap property level.	[생명줄] 효과가 활성화 중일 때 적의 공격을 무효화할 확률이 특성 레벨당 2% 증가합니다.
SKILL_20151116_005566	Joint Penalty : Electric	조인트 페널티: 전기
SKILL_20151116_005567	Musuh yang terkena [Joint Penalty] akan terkena ekstra damage 10% setiap property level pada serangan attribute electric.	[조인트 페널티]에 걸린 적은 전기 속성 공격에 특성 레벨당 10% 추가 대미지를 입습니다.
SKILL_20151116_005568	Joint Penalty : Poison	조인트 페널티: 독
SKILL_20151116_005569	Musuh yang terkena [Joint Penalty] akan terkena ekstra damage 10% setiap property level pada serangan attribute poison.	[조인트 페널티]에 걸린 적은 독 속성 공격에 특성 레벨당 10% 추가 대미지를 입습니다.
SKILL_20151116_005570	Joint Penalty : Earth	조인트 페널티: 대지
SKILL_20151116_005571	Musuh yang terkena [Joint Penalty] akan terkena ekstra damage 10% setiap property level pada serangan attribute earth.	[조인트 페널티]에 걸린 적은 대지 속성 공격에 특성 레벨당 10% 추가 대미지를 입습니다.
SKILL_20151116_005572	Joint Penalty : Void Reduction	조인트 페널티: 무효화 감소
SKILL_20151116_005573	Para musuh yang terkena [Joint Penalty] berkurang 5% persentase agar serangan menjadi void setiap property level.	[조인트 페널티]에 걸린 적들은 공격을 무효화할 확률이 특성 레벨당 5% 감소합니다.
SKILL_20151116_005574	Summon Servant: Quick Order	서번트 소환: 빠른 주문
SKILL_20151116_005575	Servant memberikan benefit yang lebih banyak.	서번트의 이로운 효과를 부여하는 속도가 빨라집니다.
SKILL_20151116_005576	Slow: Nullify Decrease	슬로우: 무효화 감소
SKILL_20151116_005577	Mengurangi kesempatan untuk membatalkan serangan sebesar 6% per attribute level saat musuh terkena [Slow].	[슬로우]에 걸린 적이 공격 받을 때, 그 공격을 무효화 할 확률이 특성 레벨당 6% 감소합니다.
SKILL_20151116_005578	Haste: Evasion Increase	헤이스트: 회피 증가
SKILL_20151116_005579	Meningkatkan evasion sebanyak 20 per attribute level ketika [Haste] diaktifkan.	[헤이스트] 활성화 중일 때, 자신의 회피가 특성 레벨당 20 증가합니다.
SKILL_20151116_005580	Stop: SP Decrease	스톱: SP 감소
SKILL_20151116_005581	Mengurangi penggunaan SP [Stop] sebanyak 40.	스킬 [스톱]의 소모 SP가 40 감소합니다.
SKILL_20151116_005582	Warlock : Darkness Attack	워록: 어둠 공격
SKILL_20151116_005583	Meningkatkan 1% Damage dari serangan Darkness Attribute yang dikenakan kepada musuh setiap level Property.	적에게 입히는 어둠 속성 공격의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005584	Full of Agony : Enhance	폴 오브 아고니: 강화
SKILL_20151116_005585	Meningkatkan 1% Damage dari [Full of Agony] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [폴 오브 아고니]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005586	Full of Agony: Duration	폴 오브 아고니: 지속시간
SKILL_20151116_005587	Waktu efek [Full of Agony] yang tersisa pada musuh, meningkat 0.8 detik setiap property level	적에게 남아있는 [폴 오브 아고니] 효과 시간이 특성 레벨당 0.8초 증가합니다
SKILL_20151116_005588	Invocation : Enhancement	인보케이션: 강화
SKILL_20151116_005589	Meningkatkan 1% Damage dari [Invocation] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [인보케이션]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005590	Kawan yang berada di sekitar evil spirit yang tercipta oleh [Invocation] akan meningkat attack darkness attribute sebanyak 5% setiap property level. Caster dari evil spirit mendapatkan efek 2 kali lipat.	[인보케이션]으로 생성된 악령 근처에 있는 동료들은 어둠 속성 공격력이 특성 레벨당 5% 증가합니다. 악령의 주인인 시전자는 2배의 효과를 받습니다.
SKILL_20151116_005591	Dark Theurge : Produce Evil Spirit 	다크 써지: 악령 생성
SKILL_20151116_005592	pada lokasi musuh terkena [Dark Theurge] tercipta evil spirit dengan persentase 0.4% per property level.	[다크 써지]에 피격된 적 위치에 특성 레벨당 0.4% 확률로 악령을 생성합니다.
SKILL_20151116_005593	Dark Theurge : Enhance	다크 써지: 강화
SKILL_20151116_005594	Meningkatkan 1% Damage dari [Dark Theurge] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [다크 써지]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005595	Dark Theurge : Darkness	다크 써지: 암흑
SKILL_20151116_005596	Musuh yang terkena skill  [Dark Theurge] akan mengalami kondisi [Darkness] selama 10 detik dengan persentase 1% setiap property level.	스킬 [다크 써지]에 피격되는 적이 특성 레벨당 1% 확률로 10초 동안 [암흑] 상태에 걸립니다.
SKILL_20151116_005597	Mastema : Enhance	마스테마: 강화
SKILL_20151116_005598	Meningkatkan 1% Damage dari [Mastema] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [마스테마]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005599	Mastema : Threat reduction	마스테마: 위협 감소
SKILL_20151116_005600	nilai provoke dari monster yang terkena damage skill [Mastema] berkurang 1% setiap property level. 	스킬 [마스테마]에 피해 입은 적의 도발 수치가 특성 레벨당 1% 감소합니다. 
SKILL_20151116_005601	Full of Agony : Maintain	폴 오브 아고니: 유지
SKILL_20151116_005602	Angka damage menjadi permanen dan tidak turun ke bawah angka yang ditetapkan dari efek [Full of Agony] yang tersisa pada musuh. Semakin meningkat property level maka angkanya meningkat.	적에게 남아있는 [폴 오브 아고니] 효과의 대미지가 일정 수치 이하로 내려가지 않고 고정됩니다. 특성 레벨을 올릴수록 수치가 증가합니다.
SKILL_20151116_005603	Blood Sucking: HP Supply Enhance	흡혈: HP 수급 강화
SKILL_20151116_005604	Jumlah HP yang diserap melalui [Blood Sucking] meningkat 1 setiap property level.	[흡혈]로 흡수하는 HP량이 특성 레벨당 1 증가합니다.
SKILL_20151116_005605	Blood Bath: SP  Supply and Demand Enhancement	블러드배쓰: SP 수급 강화
SKILL_20151116_005606	Jumlah SP yang diserap melalui [Blood Bath] meningkat 1 setiap property level.	[블러드배쓰]로 흡수하는 SP량이 특성 레벨당 1 증가합니다.
SKILL_20151116_005607	Blood Bath : Enhance	블러드배쓰: 강화
SKILL_20151116_005608	Meningkatkan 1% Damage dari [Blood Bath] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [블러드배쓰]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005609	Blood Sucking : Enhance	흡혈: 강화
SKILL_20151116_005610	Meningkatkan 1% Damage dari [Blood Sucking] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [흡혈]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005611	Bon Pointing : Enhance	본 포인팅: 강화
SKILL_20151116_005612	Meningkatkan 1% Damage dari [Bon Pointing] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [본 포인팅]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005613	Bon Pointing : Summon Time	본 포인팅: 소환 시간
SKILL_20151116_005614	Summon time dari skill [Bon Pointing] meningkat 1 detik setiap property level.	스킬 [본 포인팅]의 소환 시간이 특성 레벨당 1초 증가합니다.
SKILL_20151116_005615	Ngadhundi : Enhance	은가둔디: 강화
SKILL_20151116_005616	Meningkatkan 1% Damage dari [Ngadhundi] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [은가둔디]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005617	Kodaicha : Extra Damage	커다이챠: 추가 피해
SKILL_20151116_005618	Musuh yang terkena skill [Kodaicha](atau dengan cara lainnya) [Hexing] maka akan mendapat damage 2 kali lipat dengan persentase 1% setiap property level.	스킬 [커다이챠](혹은 다른 방법으로) [헥싱]에 걸린 적은 특성 레벨당 1% 확률로 2배의 피해를 받습니다.
SKILL_20151116_005619	Levitation : Void Physical Damage	레비테이션: 물리 피해 무효화
SKILL_20151116_005620	Ketika efek [Levitation] sedang teraktifkan, maka persentase void serangan physical musuh meningkat 1.5% setiap property level.	[레비테이션] 효과가 활성화 중일 때 적의 물리 공격을 무효화할 확률이 특성 레벨당 1.5% 증가합니다.
SKILL_20151116_005621	Fader Foot : Increase Recovery	페더풋: 회복량 증가
SKILL_20151116_005622	Dengan Potion atau Skill meningkatkan 0.5% HP dan SP yang regenerasi setiap property level.	물약이나 스킬로 회복되는 HP와 SP가 특성 레벨당 0.5% 증가합니다.
SKILL_20151116_005623	Ketika menyerang monster tipe Air dengan [Two Handed Bow] maka memberikan ekstra damage 20% setiap property level.	공중형 몬스터에게 [양손활]로 공격 시 특성 레벨당 20% 추가 대미지를 줍니다.
SKILL_20151116_005624	Ketika menyerang musuh dengan [One Handed Bow] maka mengabaikan defense musuh sebesar 5% setiap property level.	적에게 [한손활]로 공격 시 적의 방어력을 특성 레벨당 5%만큼 무시합니다.
SKILL_20151116_005625	Shield Mastery : Missile Defense	방패 마스터리: 미사일 방어
