QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20160824_014801	Ambilah, aku berikan dagger ini sehingga kamu dapat menemukan siapa pelaku dibalk semua ini.{nl}Jika kamu dapat menemukannya, ini akan sangat berguna.	자자, 단검을 빌려 줄 테니 빨리 범인을 알아 오게.{nl}자네가 범인의 정체만 밝혀준다면 큰 도움이 될 거야.
QUEST_LV_0100_20160824_014802	Kamu masih penasaran dengan dagger itu?{nl}Aku gak benar-benar ahli, tapi .. Sini berikan padaku.{nl}	또 단검이 궁금하다는 건가?{nl}난 그런 쪽은 전문가가 아닌데.. 뭐 됐어. 줘 봐.{nl}
QUEST_LV_0100_20160824_014803	Apa ini..{nl}Kamu baru datang dan sudah kembali lagi?{nl}	뭐야 이건 또.. {nl}너 일부러 날 찾아 온 거지?{nl}
QUEST_LV_0100_20160824_014804	Ya, ini Evoniphon's dagger.{nl}Aku tidak begitu mengerti tentang energi jahat, tapi itulah yang terkandung di dalamnya.{nl}	맞아. 이건 에보니폰의 단검이야.{nl}사악한 기운같은 건 잘 모르지만 그 자의 버릇이 그대로 남아 있어.{nl}
QUEST_LV_0100_20160824_014805	Mengikuti gadis misterius dari Grynas Training Camp..{nl}Ya, sepertinya aku ingat sesuatu.{nl}	그리나스 수련장에서 신비한 소녀를 쫓았다고..{nl}그래. 덕분에 좀 짚이는 게 있네. {nl}
QUEST_LV_0100_20160824_014806	Beritahukan jika hal ini terjadi lagi.{nl}Aku kuceritakan semua yang kutahu, terima kasih.{nl}	나중에 이런 일이 있으면 또 찾아와 줘.{nl}내가 줄 수 있는 정보는 최대한 제공하지. 고마워.{nl}
QUEST_LV_0100_20160824_014807	Aku tidak dapat apa-apa selain pertolongan darimu.{nl}Aku berharap kamu dapat mengungkap semua ini...	자네에겐 정말 도움만 받는군.{nl}범인.. 꼭 알아낼 수 있길 바라네.
QUEST_LV_0100_20160824_014808	Evoniphon.. Belum pernah mendengar nama itu.{nl}Maksudmu Ranger Master?{nl}	에보니폰이라.. 난 전혀 처음 듣는 이름이군.{nl}레인저 마스터님이라고 했지?{nl}
QUEST_LV_0100_20160824_014809	Sepertinya aku harus sering pergi piknik.{nl}Tapi bagaimanapun … Terima kasih banyak dan Sampai jumpa!	나중에 뭐라도 들고 한 번 방문해 봐야겠어.{nl}어쨌든 좋은 정보 고마웠고 그 동안 고생 많았네. 잘 가게!
QUEST_LV_0100_20160824_014810	Aku sedang mengumpulkan ocean's energy untuk membuat Altar goddess.{nl}Tapi monster-monster itu menggangguku.{nl}	전 이 곳의 바다의 기운을 모아서 여신께 바칠 제단을 만들고 있어요.{nl}그런데 몬스터가 계속 몰려들어서.. 좀 곤란하죠.{nl}
QUEST_LV_0100_20160824_014811	Brother Daroul berusaha mengusir mereka, tapi..{nl}Mereka terus menerus mengganggu.{nl}	다룰 형제께서 몬스터를 몰아내 주시고는 있는데.. {nl}이러다간 정말 끝이 없을 것 같아요.{nl}
QUEST_LV_0100_20160824_014812	Kamu benar-benar mau melakukannya?{nl}Aku sangat berterima kasih..{nl}	정말 그래주시겠어요?{nl}이렇게 고마울데가..{nl}
QUEST_LV_0100_20160824_014813	Kebetulan aku punya ide.{nl}Aku punya sesuatu untuk memancing mereka.{nl}	마침 좋은 수가 있어요.{nl}제가 가지고 있는 것 중에 몬스터를 유인할 만한 게 있거든요.{nl}
QUEST_LV_0100_20160824_014814	Jika bubuk ini ditaburkan dalam tas ini, Aroma akan tersebar ke sekitar dengan asap berwarna hijau.{nl}Dan para monster itu akan mendatangimu.{nl}	이 주머니 안에 든 가루를 땅에 묻으면 녹색 연기와 함께 향이 퍼져나갈 거예요.{nl}그럼 인근의 몬스터가 그 쪽으로 몰려갈 겁니다. {nl}
QUEST_LV_0100_20160824_014815	Aku akan sangat menghargai bila kamu bisa menghadapi para monster didekat Old Bridge dan Kranta Skerries!	삭은 다리 근처랑 크란타 암초군에서 부탁드릴게요!
QUEST_LV_0100_20160824_014816	Aku tidak boleh kehilangan kesempatan seperti ini.{nl}Para monster hanyalah gangguan kecil.	이런 기회, 놓칠 수 없어요.{nl}몬스터 같은 건 하찮은 방해물일 뿐이라고요.
QUEST_LV_0100_20160824_014817	Oh tidak...{nl}Aku berhasil menyelesaikan altar berkat bantuanmu, Namun Crabil telah muncul!	큰일이에요!{nl}덕분에 제단은 완성했는데.. 크래빌이 나타났어요!
QUEST_LV_0100_20160824_014818	Kami hanya melarikan diri dari Crabil.{nl}Aku yakin ia tertarik karena ocean's energy.{nl}	저희도 지금 크래빌에게 쫓겨서 도망쳐 온 거예요.{nl}분명 바다의 기운에 이끌린 것이겠지요.{nl}
QUEST_LV_0100_20160824_014819	Aku bahkan tidak bisa pergi kedekat altar, ataupun melakukan ceremony karena para monster.{nl}Hal itu juga terlihat semakin kuat setiap menitnya berkat ocean's energy.{nl}	그 몬스터가 제단에 눌러앉아 버리는 통에 의식은 커녕 가까히 갈 수조차 없어요.{nl}게다가 바다의 기운 때문인지.. 어째 점점 강해지는 느낌이고요.{nl}
QUEST_LV_0100_20160824_014820	Kami akan berusaha sebaik mungkin untuk menghentikan altar...{nl}Bisakah kamu menyingkirkan Crabil?	일단 제단은 저희가 어떻게든 멈춰볼 테니..{nl}크래빌을 몰아내 주실 수 없을까요?
QUEST_LV_0100_20160824_014821	Aku akan mengentikan altar jika kamu bisa memberikanku waktu.{nl}Atau ini akan sia-sia!	조금만 시간을 벌어주시면 제단을 멈춰볼게요.{nl}잘 부탁드립니다!
QUEST_LV_0100_20160824_014822	Apakah kamu baik-baik saja?{nl}Aku tidak tahu bagaimana caranya mengukapkan rasa terima kasihku padamu…	여행자님께선 무사하신가요?{nl}정말 뭐라고 감사를 드려야할지..
QUEST_LV_0100_20160824_014823	Astaga..{nl}Crabil telah menghancurkan seluruh pemberian untuk para goddess{nl}	맙소사.. {nl}크래빌 때문에 여신께 바칠 공물이 전부 엉망이 되어버렸군요.{nl}
QUEST_LV_0100_20160824_014824	Kami tidak akan bisa memberikan semua ini untuk goddess..{nl}Ini sungguh menyulitkan..{nl}	이 상태론 절대 여신께 바칠 수 없는데..{nl}정말 곤란하게 되었습니다..{nl}
QUEST_LV_0100_20160824_014825	Ah, saya rasa tidak ada cara lain.{nl}Bisakah aku meminta kepadamu untuk memesan beberapa coral handicrafts selagi kami memperbaiki altar?	어쩔 수 없지요.{nl}제단을 복구하는 동안 산호 세공품의 주문을 부탁드려도 되겠습니까?
QUEST_LV_0100_20160824_014826	Ada beberapa coral yang berharga tumbuh didekat Kranta Skerries.{nl} Tolong sediakan Fedimian Accessory Merchant Joana dengan blue coral untuk membuatnya.{nl}	크란타 암초군에 꽤 귀한 산호가 자라고 있습니다.{nl}그 중에서 푸른 산호만 골라서 페디미안의 악세서리 상인인 요아나님께 부탁해 주세요.{nl}
QUEST_LV_0100_20160824_014827	Aku biasanya membuatnya sendiri namun situasi ini tidak memungkinkan seperti yang kamu lihat..{nl}Aku tahu ini sangat jauh tapi kumohon kepadamu..	원래는 제가 직접 만들어야 맞는 거지만 상황이 이렇다 보니..{nl}먼 길이지만 잘 부탁드리겠습니다.
QUEST_LV_0100_20160824_014828	Hello!{nl}Silahkan melihat-lihat terlebih dahulu!{nl}	안녕하세요!{nl}천천히 구경해 보세요!{nl}
QUEST_LV_0100_20160824_014829	Hmm?Kamu datang kesini untuk memesan beberapa coral accessories?{nl}Oh.. sudah lama sekali aku tidak melihat coral seperti ini{nl}	네? 산호 세공품을 부탁하러 오셨다고요?{nl}아.. 정말 오랜만에 보는 산호네요.{nl}
QUEST_LV_0100_20160824_014830	Kualitasnya tampak sempurna.{nl}Baiklah. Aku akan mengerjakannya.	상태나 품질도 훌륭하고요.{nl}좋아요. 제가 맡을게요.
QUEST_LV_0100_20160824_014831	Aku biasanya membuatnya sendiri namun situasi ini tidak memungkinkan seperti yang kamu lihat..{nl}Aku tahu perjalanan menuju Fedimian sangat jauh, tapi kumohon kepadamu..	원래는 제가 직접 만들어야 맞는 거지만 상황이 이렇다 보니..{nl}페디미안까지 먼 길이지만 잘 부탁드리겠습니다.
QUEST_LV_0100_20160824_014832	Namun, aku juga punya sebuah permintaan karena ini tugas yang sulit{nl}Aku lebih suka menerima beberapa Gapcrab Shell sebagai kompensasinya.{nl}	단, 어려운 작업이다 보니 저도 한 가지 부탁이 있어요.{nl}크란토 연안의 틈게 껍질을 의뢰비로 받고 싶거든요.{nl}
QUEST_LV_0100_20160824_014833	Tentu saja, aku tidak akan menerima yang retak ataupun tak sempruna.{nl}Apakah kamu setuju dengan kondisi ini?	물론 흠집이나 심하게 깨진 것은 안돼요.{nl}이정도로 괜찮으신가요?
QUEST_LV_0100_20160824_014834	Baiklah, sekarang pergilah.{nl}Aku akan mulai bekerja dengan asumsi bahwa kamu akan membawakanku beberapa bahan yang berkualitas.	그럼 잘 부탁드려요.{nl}껍질을 구해오실 거라고 믿고 작업을 시작할게요.
QUEST_LV_0100_20160824_014835	Gapcrab Shell dari Kranta Skerries.{nl}Aku tidak akan menerimanya jika telah rusak terlalu parah.	크란토 연안에 있는 틈게의 껍질이에요.{nl}심하게 깨지거나 흠집이 나면 안돼요.
QUEST_LV_0100_20160824_014836	Apakah kamu membawa Shell-nya?{nl}	구해오셨나요?{nl}
QUEST_LV_0100_20160824_014837	Tampaknya Shell dalam kondisi yang baik.{nl} Saya belum pernah melihat kualitas Shell seperti ini lagi hingga saat ini...{nl}	껍질의 상태가 매우 훌륭하네요.{nl}최근 이렇게 상태가 좋은 껍질은 못봤는데..{nl}
QUEST_LV_0100_20160824_014838	Aku dapat menggunakannya untuk craft accessories terbaik.{nl} Ini dia, coral accessories yang kamu inginkan.	덕분에 멋진 악세서리를 만들 수 있겠어요.{nl}자, 부탁하셨던 산호 세공품이에요.
QUEST_LV_0100_20160824_014839	Akhirnya... Para goddess telah mendengarkan permintaan kita!{nl} Mereka telah diam begitu lama..{nl}	드디어.. 여신께서 기도를 들어 주셨어요!{nl}그렇게 오랜 세월 동안 어떠한 응답도 없었는데..{nl}
QUEST_LV_0100_20160824_014840	Ini semua berkat dirimu.{nl}Kami akan membutuhkan waktu jauh lebih lama tanpa bantuanmu.{nl}	이게 다 여행자님 덕분이예요.{nl}당신이 없었다면 더 많은 시간을 들여야 했을지도 모르니까요.{nl}
QUEST_LV_0100_20160824_014841	Ini hanyalah permulaan.{nl} Kita harus mengumpulkan kekuatan kita dan bersiap untuk masa yang lebih sulit.{nl}	이제부터가 시작이네요.{nl}흩어진 저희 전승자들도 다시 모여서 힘을 내야겠지요.{nl}
QUEST_LV_0100_20160824_014842	Terima kasih banyak... atas segala bantuannya!	도와주셔서.. 정말 감사했습니다!
QUEST_LV_0100_20160824_014843	Para monster yang tidak berguna itu telah menghancurkan coral yang Goddess Jurate Blessing.{nl}Aku ingin membalas mereka, namun aku harus melindungi altar... Tidak mungkin kita berdua bisa…	저 몹쓸 몬스터들이 유라테 여신의 은혜도 모르고 산호초를 망가뜨리는군요.{nl}화는 나지만, 제단은 지켜야 하고.. 둘이선 방법이 도저히..
QUEST_LV_0100_20160824_014844	Tolong. Para Monster ditemukan di Kranta Skerries.{nl}Tunjukkan pada mereka bahwa mereka tidak bisa menghancurkan coral tanpa mendapatkan hukuman.	부탁드립니다. 크란타 암초군에 있는 몬스터들입니다.{nl}그 녀석들이 산호초를 망가뜨리지 못하도록 본때를 보여주세요.
QUEST_LV_0100_20160824_014845	Terima kasih banyak.{nl} Aku sedang berpikir untuk merapikan semuanya setelah altar menjadi aman.	정말 고맙습니다.{nl}제단 인근만 안전해지면 차근차근 정리해 나갈 생각입니다.
QUEST_LV_0100_20160824_014846	Hmm.. Kalau dipikir-pikir.. {nl}Hal ini tidak akan ada gunanya bila monster kembali setelah mereka diusir.{nl}	흠.. 생각해보니.. {nl}아무리 몬스터를 몰아낸다 한들 다시 몰려들면 아무 소용 없는 일 아니겠습니까.{nl}
QUEST_LV_0100_20160824_014847	Jadi ku rasa, mungkin lebih baik untuk menakut-nakuti mereka..{nl}Bisakah kamu untuk membantu kami sekali lagi?{nl}	그래서 차라리 몬스터에게 겁을 주는 건 어떨까 싶은데..{nl}마지막으로 도움을 주실 순 없는지요.{nl}
QUEST_LV_0100_20160824_014848	Tolong kumpulkan monster energy setelah menghadapi mereka.{nl}Mereka tidak akan mengganggu kita lagi jika kita meletakkannya didekat Cranto Coast.{nl}	몬스터를 처치하여 이 부적에 기운을 담아주십시오.{nl}이걸 크란토 연안에 놓아 두면 더 이상 몬스터들이 몰려드는 일은 없을 겁니다.{nl}
QUEST_LV_0100_20160824_014849	Terima kasih sekali lagi, karena mau membantu kami kembali.	그럼, 잘 부탁드리겠습니다.
QUEST_LV_0100_20160824_014850	Ingat, para monster dari daerah lain tidak masuk hitungan.{nl}Tolong isi dengan energi dari monster pada daerah ini.	다른 몬스터는 안됩니다.{nl}이곳의 몬스터를 물리치고 기운을 채워주세요.
QUEST_LV_0100_20160824_014851	Kamu sudah mengisinya dengan energi?{nl}Itu akan membutuhanku waktu yang lama.. Yah, aku tidak akan menyangkal bahwa kamu punya bakat.{nl}	벌써 다 채워오신건가요?{nl}제가 했다면 한참 걸렸을 텐데.. 역시 실력이 대단하십니다.{nl}
QUEST_LV_0100_20160824_014852	Aku akan pergi dan mengubur talismannya karena ini hanya membutuhan waktu sebentar.{nl}Terima kasih telah membantu.	잠깐 가서 부적을 묻고 오는 정도는 금방 끝나니 부적은 제가 묻도록 하겠습니다.{nl}도와주셔서 감사합니다.
QUEST_LV_0100_20160824_014853	{nl}Semoga blessing dari Goddess Jurate bersamamu..	{nl}유라테 여신의 축복이 있기를..
QUEST_LV_0100_20160824_014854	Terima kasih telah membantu kami untuk bisa kembali berhubungan dengan Goddess Jurate.{nl}Ini semua bisa terjadi berkat bantuanmu..{nl}	유라테 여신을 다시 뵐 수 있게 도와주셔서 정말 감사했어요.{nl}이게 다 여행자님의 도움 덕분이지요..{nl}
QUEST_LV_0100_20160824_014855	Kami berpikir untuk menjaga altar untuk sementara waktu.{nl}Jadi kami ingin mengumpulkan beberapa ocean's energy secepatnya... Bisakah kamu membantu kami melakukannya?	저희는 당분간 제단을 돌볼 생각입니다.{nl}그래서 바다의 기운을 미리 비축해두려는데.. 괜찮으시다면 조금 도와주실 수 있을까요?
QUEST_LV_0100_20160824_014856	Pergi ke Sniega Sentry dan kumpulkan beberapa special stones.{nl}Kamu akan bisa melihat mana yang special dengan cara memercikannya dengan divine water ini dan kumpulkan yang bercahaya berwarna biru.	스니에가 보초에 가셔서 특별한 돌을 모아 주세요.{nl}이 성수를 뿌려서 푸른 빛을 내뿜는 돌을 찾아 주시면 됩니다.
QUEST_LV_0100_20160824_014857	Batu-batu yang bercahaya biru ketika dipercikkan dengan divine water.{nl}Aku hanya perlu batu-batu seperti itu.	돌에 성수를 뿌렸을 때 푸른 빛을 내는 돌입니다.{nl}그런 돌만 모아주세요.
QUEST_LV_0100_20160824_014858	Kamu sudah kembali. Terima kasih banyak.{nl}Coba saya lihat batuannya.	오셨군요. 정말 고생 많으셨어요.{nl}일단 돌의 상태부터 확인해 볼게요.
QUEST_LV_0100_20160824_014859	Itu semua terlihat masih murni.{nl}Sekarang yang harus kita lakukan adalah menempatkan batuan ini pada posisi ocean's energy terkuat!	모두 훌륭하네요.{nl}이제 이 돌을 바다의 기운이 모이는 장소에 놓아두기만 하면 되겠어요!
QUEST_LV_0100_20160824_014860	Ah, maukah kamu melakukannya?{nl}Itu sangat dekat dengan Polybba Marshlands dan Sahguma Lagoon.{nl}	아, 그래주시겠어요?{nl}폴립파 침수지와 사구마 석호 쪽이예요.{nl}
QUEST_LV_0100_20160824_014861	Jika kamu melihat dimana air mengalir..{nl}Kamu akan dengan mudah mengetahui dimana ocean's energy terkumpul.	물이 흐르고 있는 곳을 자세히 보시면.. {nl}바다의 기운이 몰리는 곳을 쉽게 찾을 수 있을 겁니다.
QUEST_LV_0100_20160824_014862	Kami tidak masalah selama ada energi yang cukup dari lautan.{nl}Saya yakin Goddess Jurate juga akan merasa senang.{nl}	바다의 기운만 충분하다면 이제 아무 걱정 없을 거예요.{nl}유라테 여신께서도 기뻐하시겠지요.
QUEST_LV_0100_20160824_014863	Saya rasa kita akhirnya bisa sedikit tenang.{nl}Altar tersebut akan terisi dengan ocean's energy ketika mulai stabil.{nl}	덕분에 이제 숨 좀 돌릴 수 있을 것 같네요.{nl}제단이 안정될 즈음엔 바다의 기운으로 가득 차 있을 겁니다.{nl}
QUEST_LV_0100_20160824_014864	Kami sangat berhutang padamu.{nl}Saya akan berdoa kepada Goddess Jurate untuk menjaga perjalananmu.	그 동안 정말 많은 신세를 졌네요.{nl}당신의 여정에 유라테 여신의 가호가 깃들기를 빌겠습니다.
QUEST_LV_0100_20160824_014865	Kembali kapanpun jika kamu memiliki petunjuk lebih mengenai Evoniphon.{nl}Aku akan memberikanmu informasi sebanyak mungkin semampuku. Terima kasih.{nl}	에보니폰과 관련된 단서가 또 있으면 언제든지 찾아와 줘.{nl}내가 줄 수 있는 정보는 최대한 제공하지. 고마워.{nl}
QUEST_LV_0100_20160824_014866	Aku akan mengumpulkan Red Kepa peels.	붉은 케파의 껍질을 모아오겠다고 한다
QUEST_LV_0100_20160824_014867	For Safety	안전을 위하여
QUEST_LV_0100_20160824_014868	Monsters From the Settlement Clearing	개간지의 몬스터
QUEST_LV_0100_20160824_014869	Too Much For One Person	감당하기 힘든 일
QUEST_LV_0100_20160824_014870	Vanished Glory	영광은 사라지고
QUEST_LV_0100_20160824_014871	Saya rasa itu tidak diperlukan,	불필요하다고 한다
QUEST_LV_0100_20160824_014872	Nice Place to Live	살만한 동네
QUEST_LV_0100_20160824_014873	Itu terdengar tidak bagus.	잘 못 짚은 것 같다고 한다
QUEST_LV_0100_20160824_014874	Protect the Royal Masoleum	왕릉을 지켜라
QUEST_LV_0100_20160824_014875	Hidden Magic Devices	숨겨진 마력장치
QUEST_LV_0100_20160824_014876	Itu tidak terlalu penting.	상관없다고 한다
QUEST_LV_0100_20160824_014877	Efforts Towards Redemption	속죄를 위한 노력
QUEST_LV_0100_20160824_014878	Lost Pilgrim	길 잃은 순례자
QUEST_LV_0100_20160824_014879	Tinggallah di sini dan beristirahat untuk sementara waktu.	잠시 쉬고있으라고 한다
QUEST_LV_0100_20160824_014880	Dangerous Distraction	위험한 방해꾼
QUEST_LV_0100_20160824_014881	Good Day to Recover	회복하기 좋은 날
QUEST_LV_0100_20160824_014882	For What	무엇을 위하여
QUEST_LV_0100_20160824_014883	Hidden Farming Equipment	숨겨둔 농사 도구
QUEST_LV_0100_20160824_014884	Can-do Spirit	도전 정신
QUEST_LV_0100_20160824_014885	Habitat	삶의 터전
QUEST_LV_0100_20160824_014886	Thinking Ahead	멀리 내다보기
QUEST_LV_0100_20160824_014887	Violent Rampage	너무 심한 난동
QUEST_LV_0100_20160824_014888	Hoping the Goddess Will Recover	여신의 회복을 바라며
QUEST_LV_0100_20160824_014889	Stuffy Colleagues	꽉 막힌 동료들
QUEST_LV_0100_20160824_014890	Aku bisa membantumu sedikit.	조금 거들겠다고 한다
QUEST_LV_0100_20160824_014891	Find the Hidden Artifacts	숨은 유물 찾기
QUEST_LV_0100_20160824_014892	Observing the Owl (1)	부엉이 살펴보기(1)
QUEST_LV_0100_20160824_014893	Itu akan sulit, Maaf.	어렵다고 한다
QUEST_LV_0100_20160824_014894	Berbicara tentang apa yang kamu dengar.	들은 것을 전하는 중
QUEST_LV_0100_20160824_014895	Memories of the Sleeping Owl	잠든 부엉이상의 기억
QUEST_LV_0100_20160824_014896	Aku akan menyerahkan sculpture itu padamu.	조각을 건넨다
QUEST_LV_0100_20160824_014897	Goddess Jurate's Loremaster (1)	유라테 여신의 전승자(1)
QUEST_LV_0100_20160824_014898	Raising an Altar(1)	제단 세우기(1)
QUEST_LV_0100_20160824_014899	Aku rasa, aku tidak dapat membantumu, Maaf.	도와주기 어렵다고 한다
QUEST_LV_0100_20160824_014900	Raising an Altar (2)	제단 세우기(2)
QUEST_LV_0100_20160824_014901	Aku akan pergi dan membantumu sedikit lagi.	가서 조금 더 도와주겠다고 한다
QUEST_LV_0100_20160824_014902	Raising an Altar (3)	제단 세우기(3)
QUEST_LV_0100_20160824_014903	Aku akan mengalihkan mereka sehingga mereka tidak akan dapat mendekat.	접근하지 못하도록 유인하겠다고 한다
QUEST_LV_0100_20160824_014904	Kedengarannya terlalu berbahaya.	너무 위험해 보인다고 한다
QUEST_LV_0100_20160824_014905	Retaking the Altar	제단 되찾기
QUEST_LV_0100_20160824_014906	Aku akan menyingkirkan Crabil itu.	크래빌을 몰아내겠다고 한다
QUEST_LV_0100_20160824_014907	Aku butuh waktu untuk persiapan.	조금 준비를 하겠다고 한다
QUEST_LV_0100_20160824_014908	Better Offerings	더 나은 공물
QUEST_LV_0100_20160824_014909	Maaf, aku rasa aku tidak dapat membantumu lagi.	안타깝지만, 여기까지만 돕겠다고 한다
QUEST_LV_0100_20160824_014910	What Interests You These Days	요즘 관심이 가는 것
QUEST_LV_0100_20160824_014911	Oke, mari kita lakukan.	그렇게 하자고 한다
QUEST_LV_0100_20160824_014912	Itu terlalu sulit untukku.	너무 어려운 부탁이라고 한다
QUEST_LV_0100_20160824_014913	Ceremony for the Goddess	여신께 바치는 의식
QUEST_LV_0100_20160824_014914	Winning Favors (1)	환심사기(1)
QUEST_LV_0100_20160824_014915	Aku akan mengusir para monster menjauh dari Kranta Skerries.	크란타 암초군의 몬스터를 몰아내겠다고 한다
QUEST_LV_0100_20160824_014916	Aku akan melakukannya, tapi aku perlu beristirahat sebentar.	조금 쉬었다가 다녀온다고 한다
QUEST_LV_0100_20160824_014917	Winning Favors (2)	환심사기(2)
QUEST_LV_0100_20160824_014918	Aku akan mengisi talisman dengan energi dari para monster.	부적에 몬스터의 기운을 가득 채워오겠다고 한다
QUEST_LV_0100_20160824_014919	Aku harus pergi untuk melakukan sesuatu yang lain, Maaf.	지금은 다른 일을 해야한다고 한다
QUEST_LV_0100_20160824_014920	Preparing for the Future (1)	미리 모아두기(1)
QUEST_LV_0100_20160824_014921	Aku akan memikirkannya.	조금 생각해보겠다고 한다
QUEST_LV_0100_20160824_014922	Preparing for the Future (2)	미리 모아두기(2)
QUEST_LV_0100_20160824_014923	Aku akan melakukannya; Aku akan meletakkan batuannya.	돌을 놓아 두고 오겠다고 한다
QUEST_LV_0100_20160824_014924	Maaf, aku harus pergi sekarang.	이만 가보곘다고 한다
QUEST_LV_0100_20160824_014925	Dagger's Owner	단검의 주인
QUEST_LV_0100_20160824_014926	Aku ingat mengalami sesuatu hal yang serupa.	예전에 비슷한 일을 겪은 기억이 난다고 한다
QUEST_LV_0100_20160824_014927	Aku ingin tahu mengenai hal itu juga.	자신도 궁금하다고 한다
QUEST_LV_0100_20160824_014928	[Event] Scavenge Challenge	[이벤트] 숨겨진 보물 상자
QUEST_LV_0100_20160824_014929	[Event] Daily Mystery Delivery	[이벤트] 상자 배달원
QUEST_LV_0100_20160824_014930	Operations Officer tampaknya telah menyadari sesuatu mengenai Vubbe Cloth. Bicara padanya lagi.	작전 담당관은 부베의 옷 조각을 보고 뭔가 짚이는 것이 있는 것 같습니다. 작전 담당관과 다시 대화해 보세요.
QUEST_LV_0100_20160824_014931	Hunter Master mengatakan kepadamu bahwa ia akan mengakuimu sebagai Hunter bila kamu membantunya menemukan buku. Cari buku di Vubbe Outpost seperti yang Hunter Master beritahu padamu.	헌터 마스터는 책을 찾는 일을 도와 준다면 헌터로 인정하겠다고 합니다. 헌터 마스터가 알려준 대로 샤울레이 광산 마을로 간 다음 부베 전초기지에서 헌터 마스터가 찾는 책이 있는지 수색해 보세요.
QUEST_LV_0100_20160824_014932	Hunter Master mengatakan bahwa Quarel Shooter Master mungkin tertarik untuk menukar buku dengan Tough Glizardon Leather. Pergi ke Tenet Church B1 setelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village. Bawa kembali kulit Glizardon dari sana.	헌터 마스터는 쿼렐슈터 마스터에게 글리자돈의 질긴 가죽으로 책과 거래를 할 수도 있을 것이라고 합니다. 샤울레이 광산 마을 너머의 스라우타스 협곡을 지나 겔리 고원을 거쳐 테넷 성당으로 들어가세요. 그 다음 테넷 성당 지하 1층에서 글리자돈의 질긴 가죽을 구해 오세요.
QUEST_LV_0100_20160824_014933	Archer Master, yang saat ini memperbaiki dinding, memiliki buku berikutnya. Kumpulkan batu-batu dari pintu masuk Crystal Mines di sebelah Miners' Village untuk Archer Master.	다음 책은 성벽을 수리하고 있는 아처 마스터가 가지고 있다고 합니다. 아처 마스터를 위해 샤울레이 광산 마을로 간 다음 수정광산 입구에서 바위를 수집해 전달해 주세요.
QUEST_LV_0100_20160824_014934	Quarrel Shooter Master telah memintamu membantu menemukan beberapa buku. Pertama, pergi ke Miners' Village melalui East Siauliai Woods. Kemudian cari buku di Vubbe Outpost seperti yang Quarrel Shooter Master katakan.	쿼렐슈터 마스터는 책을 찾는 일을 도와 달라고 합니다. 먼저 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 쿼렐슈터 마스터가 알려준 대로 부베 전초기지에서 쿼렐슈터 마스터가 찾는 책이 있는지 수색해 보세요.
QUEST_LV_0100_20160824_014935	Kamu telah memperoleh buku dari Hunter Master. Kembali ke Quarrel Shooter Master untuk buku berikutnya.	헌터 마스터로부터 쿼렐슈터 마스터가 원하는 책을 구했습니다. 다음 책을 구하기 위해 쿼렐슈터 마스터에게 돌아가세요.
QUEST_LV_0100_20160824_014936	Quarrel Shooter Master mengatakan bahwa kamu dapat memperoleh buku berikutnya dari Archer Master yang saat memperbaiki dinding. Pergi ke Miners' Village melalui East Siauliai Woods dan kumpulkan batu-batu untuk Archer Master.	다음 책은 성벽을 수리하고 있는 아처 마스터가 가지고 있다고 합니다. 먼저 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 간 후 아처 마스터를 위해 수정광산 입구에서 바위를 수집해 전달해 주세요.
QUEST_LV_0100_20160824_014937	Archer Master telah meminta bantuan untuk menemukan buku. Pergi ke Miners' Village melalui East Siauliai Woods. Selanjutnya, pergi ke Vubbe Outpost dan cari buku di sana seperti yang Archer Master katakan.	아처 마스터는 책을 찾는 일을 도와 달라고 합니다. 먼저 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 아처 마스터가 알려준 대로 부베 전초기지에서 아처 마스터가 찾는 책이 있는지 수색해 보세요.
QUEST_LV_0100_20160824_014938	Archer Master mengatakan bahwa Quarel Shooter Master mungkin tertarik untuk menukar buku dengan Tough Glizardon Leather. Pergi ke Tenet Church B1 setelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village. Bawa kembali kulit Glizardon dari sana.	아처 마스터는 쿼렐슈터 마스터에게 글리자돈의 질긴 가죽으로 책과 거래를 할 수도 있을 것이라고 합니다. 샤울레이 광산 마을 너머의 스라우타스 협곡을 지나 겔리 고원을 거쳐 테넷 성당까지 도달하세요. 그 후 테넷 성당 지하 1층에서 글리자돈의 질긴 가죽을 구해 오세요.
QUEST_LV_0100_20160824_014939	Ranger Master telah meminta bantuan untuk menemukan buku. Pergi ke Miners' Village melalui East Siauliai Woods. Selanjutnya, pergi ke Vubbe Outpost dan cari buku di sana seperti yang Archer Master katakan.	레인저 마스터는 책을 찾는 일을 도와 달라고 합니다. 먼저 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 후 레인저 마스터가 알려준 대로 부베 전초기지에서 레인저 마스터가 찾는 책이 있는지 수색해 보세요.
