QUEST_UNUSED_20150317_000001	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.
QUEST_UNUSED_20151116_002362	Berikan Recovery Potion pada Experiment Victim	실험피해자에게 회복 물약 전달하기
QUEST_UNUSED_20151116_002363	Kesehatan Experiment Victim dalam keadaan lemah setelah eksperiment para demon. Bantu mereka dengan memberikan Stamina Recovery Potion.	실험피해자는 온갖 실험때문에 매우 지져보입니다. 회복 물약을 줘 체력을 회복시켜주세요.
QUEST_UNUSED_20151116_002364	Kalahkan Demon disekitar	주변 마족 처치하기
QUEST_UNUSED_20151116_002365	Kalahkan demon disekitar agar experiment victim (1) dapat keluar dari Monastery.	실험피해자(1)이 안전하게 수도원을 빠져나갈 수 있도록 주변에 있는 마족을 처치하세요
QUEST_UNUSED_20151116_002366	Kalahkan demon disekitar	주변에 있는 마족 처치하기
QUEST_UNUSED_20151116_002367	Bicara pada Experiment Victim (2)	실험피해자(2)와 대화
QUEST_UNUSED_20151116_002368	Bicara pada Experiment Victim (2).	실험피해자(2)와 대화하세요
QUEST_UNUSED_20151116_002369	Temukan barang dari anggota keluarga dan teman Experiment Victim (2)	실험피해자(2)의 지인들 유품 챙기기
QUEST_UNUSED_20151116_002370	Experiment victim (2) ingin barang peninggalan teman dan keluarganya saat pemakaman. Temukan barang itu.	실험피해자(2)는 실험으로 죽은 자신의 친구들과 가족을 묻어주기 위해 유품을 찾길 원합니다. 실험피해자(2)의 지인들 유품을 찾으세요.
QUEST_UNUSED_20151116_002371	Temui Edmundas	에드문다스 찾기
QUEST_UNUSED_20151116_002372	Temui Edmundas di zona 62_2 pada monastery.	수도원 64_2번 존에서 에드문다스를 찾으세요.
QUEST_UNUSED_20151116_002373	Selamatkan Edmundas	에드문다스 구하기
QUEST_UNUSED_20151116_002374	Temukan dan hancurkan contraption yang membuat Edmundas menderita.	에드문다스를 고통스럽게 하는 것을 찾아 파괴하세요
QUEST_UNUSED_20151116_002375	Hancurkan Suspicious Wizard Contraptions	의문의 마법사가 소환한 소환물 파괴
QUEST_UNUSED_20151116_002376	Contraption yang di summon wizard membuat Edmundas menderita. Hancurkan semua.	의문의 마법사가 소환한 소환물에 에드문다스가 고통스러워 합니다. 소환물을 파괴하세요
QUEST_UNUSED_20151116_002377	Bicara pada Edmundas	에드문다스와 대화
QUEST_UNUSED_20151116_002378	Bicara pada Edmundas.	에드문다스와 대화하세요
QUEST_UNUSED_20151116_002379	Hancurkan Magic Stone of Pain	고통의 마법석 파괴하기
QUEST_UNUSED_20151116_002380	Hancurkan Confinement Device	속박장치 파괴하기
QUEST_UNUSED_20151116_002381	Hancurkan device yang menahan Edmundas.	에드문다스를 속박하고 있는 속박장치를 파괴하세요
QUEST_UNUSED_20151116_002382	Bicara pada Experiment Victim	실험피해자와 대화
QUEST_UNUSED_20151116_002383	Bicara pada experiment victim.	실험피해자와 대화하세요
QUEST_UNUSED_20151116_002384	Temukan Experiment Victim Backpack	실험피해자의 배낭 찾기
QUEST_UNUSED_20151116_002385	Temukan experiment victim backpack.	실험피해자의 배낭을 찾아주세요
QUEST_UNUSED_20151116_002386	Periksa Experimentation Zone	실험 장소 확인하기
QUEST_UNUSED_20151116_002387	Experiment victim memintamu untuk menyelamatkan villager dari lokasi experiment. Periksa Demon Experiment Zone.	실험피해자는 마족이 마을 주민을 데리고 실험을 하던 장소에서 마을 주민을 구출해달라고 합니다. 마족의 실험 장소를 확인하세요
QUEST_UNUSED_20151116_002388	Bicara pada Experiment Victim	실험 피해자와 대화하세요
QUEST_UNUSED_20151116_002389	Hancurkan Experiment Equipment	실험 시설 파괴하기
QUEST_UNUSED_20151116_002390	Hancurkan experiment equipment.	실험 시설을 파괴하세요
QUEST_UNUSED_20151116_002391	Hancurkan Demon Experiment Tool	마족이 설치한 실험 도구를 파괴하기
QUEST_UNUSED_20151116_002392	Bicara pada Monk	수도사와 대화
QUEST_UNUSED_20151116_002393	Bicara pada Monk.	수도사와 대화하세요
QUEST_UNUSED_20151116_002394	Rebut kembali Holy Relic Fragments	마족이 파괴한 성물 파편 구하기
QUEST_UNUSED_20151116_002395	Rebut kembali fragments dari relic yang di hancurkan para demon.	마족이 파괴한 성물 파편을 구하세요
QUEST_UNUSED_20151116_002396	Pasang Relic kembali	성물 설치하기
QUEST_UNUSED_20151116_002397	Memasang Holy Relic.	성물을 설치하세요
QUEST_UNUSED_20151116_002398	Bicara pada Monk	수도사와 대화하기
QUEST_UNUSED_20151116_002399	Temukan objek untuk membuat device kacau	장치를 과부화 시킬 수 있는 물건 찾기
QUEST_UNUSED_20151116_002400	Temukan sebuah objek yang bisa membuat device itu rusak dan bawa kepada Edmundas.	장치를 과부화 시킬 수 있는 물건 찾아 에드문다스에게 가져다 주세요.
QUEST_UNUSED_20151116_002401	Kumpulkan Black Gems	검은 보석 모으기
QUEST_UNUSED_20151116_002402	Kumpulkan black gems dan buat device itu menjadi kacau.	검은 보석을 모아 장치를 과부화 시키세요
QUEST_UNUSED_20151116_002403	Lepaskan Crystal	수정 제거하기
QUEST_UNUSED_20151116_002404	Gunakan device protection barrier dan lepaskan crystal.	장치에서 보호막을 얻고 수정을 제거하세요
QUEST_UNUSED_20151116_002405	Bicara pada Edmundas	에드문다스와 대호하세요
QUEST_UNUSED_20151116_002406	Selamatkan Rose	로제 구하기
QUEST_UNUSED_20151116_002407	Pikiran Rose sedang dikendalikan. Selamatkan dia.	정신 지배를 당하고 있는 로제를 구하세요
QUEST_UNUSED_20151116_002408	Kalahkan Deathweaver	데스위버 처치하기
QUEST_UNUSED_20151116_002409	Kalahkan Monster Disekitar	주변에 있는 몬스터 처치하기
QUEST_UNUSED_20151116_002410	Kalahkan monster di sekitar Edmundas dan Rose.	에드문다스와 로제의 주변에 있는 몬스터를 처치해주세요
QUEST_UNUSED_20151116_002411	Kalahkan Monster yang mengancam Edmundas dan Rose.	에드문다스와 로제를 위협하는 몬스터 처치하기
QUEST_UNUSED_20151116_002412	Bicara dengan Wizard Submaster	위자드 서브 마스터와 대화
QUEST_UNUSED_20151116_002413	Bicara dengan Wizard Submaster.	위자드 서브 마스터와 대화하세요
QUEST_UNUSED_20151116_002414	Bicara dengan Wizard Master	위자드 마스터와 대화
QUEST_UNUSED_20151116_002415	Bicara dengan Wizard Master.	위자드 마스터와 대화하세요
QUEST_UNUSED_20151116_002416	Dapatkan Demon Essence	마족의 정수 구하기
QUEST_UNUSED_20151116_002417	Wizard Submaster membutuhkan Demon Essence untuk membuat protection barrier crystal. Dapatkan sejumlah Demon Essence yang dibutuhkan.	위자드 서브 마스터는 보호 결계 수정을 만들기 위해선 마족의 정수가 필요하다고 합니다. 마족의 정수를 구하세요
QUEST_UNUSED_20151116_002418	Memasang Protection Barrier Crystal	보호 결계 수정 설치하기
QUEST_UNUSED_20151116_002419	Memasang Protection Barrier Crystal	보호 결계 수정을 설치하세요
QUEST_UNUSED_20151116_002420	Dapatkan Suspicious Wizard Experiment Journal	의문의 마법사의 실험 일지 구하기
QUEST_UNUSED_20151116_002421	Dapatkan suspicious wizard experiment journal	의문의 마법사의 실험 일지를 구하세요
QUEST_UNUSED_20151116_002422	Matikan Breeding Device	배양 장치 정지시키기
QUEST_UNUSED_20151116_002423	Matikan giant bracken spore breeding device	거대 고사리 포자를 배양 장치하는 정지시키기
QUEST_UNUSED_20151116_002424	Carilah Mayor Romanas	촌장 로마나스 찾아가기
QUEST_UNUSED_20151116_002425	Para penduduk terancam oleh Poatas yang muncul di pintu masuk Orsha! Kalahkan Poatas untuk mengamankan pintu masuk Orsha.	도시 오르샤 입구에 나타난 포아타로 인해 이주민들이 위협받고 있습니다! 포아타를 처치하여 오르샤 입구의 안전을 확보하세요
QUEST_UNUSED_20151116_002426	Penduduk, Izna meminta kamu untuk mendapatkan Red Leaves dengan mengalahkan Leaf Bugs di 1st District	이주민 이즈나는 1번 지역에서 잎방개를 처치하여 연붉은 잎사귀를 구해달라고 부탁했습니다
QUEST_UNUSED_20151116_002427	Seperti yang diminta oleh Izna, kamu telah mengumpulkan cukup Red Leaves. Bicara pada Izna	이주민 이즈나의 요청대로 연붉은 잎사귀를 충분히 구했습니다. 이즈나와 대화하세요
QUEST_UNUSED_20151116_002428	Penduduk, Izna meminta kamu untuk mengumpulkan mucus yang bisa didapatkan dari Chinencys pada 1st dan 2nd District	이주민 이즈나는 1/2번 지역에 치넨시를 처치하여 얻은 점액을 수집해달라고 부탁했습니다
QUEST_UNUSED_20151116_002429	Kamu telah mengumpulkan cukup Rampar Mucus sesuai permintaan Izna. Bicara pada Izna	이주민 이즈나가 요청한 렘파르 점액을 충분히 수집했습니다. 이즈나와 대화하세요
QUEST_UNUSED_20151116_002430	Lost in the Forest	숲 속에서 길을 잃다
QUEST_UNUSED_20151116_002431	Dalam rangka membantu penduduk yang terisolasi di hutan karena serangan monster raksasa, Izna meminta bantuan kamu untuk menyalakan Bonfire di resting area di district 3 dan 4.	이주민 이즈나는 거대한 몬스터 때문에 길을 숲 속에 고립된 북쪽 지역 이주민들을 돕기 위해 3/4 지역의 쉼터 모닥불을 켜달라고 했습니다
QUEST_UNUSED_20151116_002432	Menyalakan Bonfire pada tumpukan kayu di resting area	쉼터 장작더미에 불 지피기
QUEST_UNUSED_20151116_002433	Penduduk, Izna meminta kamu untuk menyalakan Bonfire pada tumpukan kayu di resting area agar penduduk dapat melihat dengan jelas.	이주민 이즈나는 쉼터 장작더미에 불을 지펴서 먼 곳에 있는 이주민들이 볼 수 있도록 해 달라고 부탁했습니다
QUEST_UNUSED_20151116_002434	Kalahkan Woodspirit	우드스피릿 처치
QUEST_UNUSED_20151116_002435	Penduduk, Dallanas memberkati perjalananmu. Dan dia juga menyarankanmu berdoa di depan patung Goddess  Gemina agar mendapatkan perlindungan darinya.	이주민 달라나스는 당신의 모험을 축복해주었습니다. 그리고 제미나 여신상에 경배하여 여신의 가호를 받아보라고 조언해주었습니다
QUEST_UNUSED_20151116_002436	Kalahkan monster yang berada di temporal resting area	임시 휴식처의 몬스터 처치
QUEST_UNUSED_20151116_002437	Penduduk, Dallanas memberitahu kamu bahwa temporal resting area di dekat pintu masuk Orsha menjadi berbahaya karena banyak monster. Kalahkan monster disekitar are tersebut.	이주민 달라나스는 이주민들이 오르샤로 들어가기 위해 대기하던 임시 휴식처가 얼마 전부터 몬스터들의 출몰로 위험해졌다고 합니다. 임시 휴식처의 몬스터들을 처리해 줍시다
QUEST_UNUSED_20151116_002438	Penduduk, Dallanas meminta kamu untuk membawa penduduk lainnya yang terpencar di sekitar temporal resting area.	이주민 달라나스는 임시 휴식처에 흩어져 있는 이주민들을 데리고 와달라고 부탁했습니다
QUEST_UNUSED_20151116_002439	The Missing Bishop	사라진 주교
QUEST_UNUSED_20151116_002440	Bicara pada Inessa Hemandale	이네사 해먼데일과 대화하세요
QUEST_UNUSED_20151116_002441	Berdoa didepan statue of Goddess 	여신상에 경배해보세요
QUEST_UNUSED_20151116_002442	Bicara pada Item Merchant	잡화상인과 대화
QUEST_UNUSED_20151116_002443	Bicara pada Item Merchant	잡화상인과 대화하세요
QUEST_UNUSED_20151116_002444	Bicara pada Accessory Merchant	악세서리 상인과 대화하세요
QUEST_UNUSED_20151116_002445	Bicara pada Informant, Cherasia	정보원 체라시아와 대화
QUEST_UNUSED_20151116_002446	Bicara pada Informant, Cherasia	정보원 체라시아와 대화하세요
QUEST_UNUSED_20151116_002447	Kumpulkan piece of the memo milik Priest Iruma	사제 이르마의 쪽지 낱장 수집
QUEST_UNUSED_20151116_002448	Kumpulkan piece of the memo milik Priest Iruma, dengan mengalahkan monster disekitar	주변 몬스터들을 처치하여 사제 이르마의 쪽지 낱장을 수집하세요
QUEST_UNUSED_20151116_002449	The Burnt Whereabouts	불타버린 행방
QUEST_UNUSED_20151116_002450	Bicara pada Informant, Moren	정보원 모렌과 대화
QUEST_UNUSED_20151116_002451	Bicara pada Informant, Moren	시작정보원 모렌과 대화하세요
QUEST_UNUSED_20151116_002452	Kalahkan monster disekitar Moren	모렌 주변 몬스터 처치
QUEST_UNUSED_20151116_002453	Lindungi sang informant Moren, saat dia sedang menganalisa dan mengumpulkan informasi. Saat kamu mengalahkan monster di sekitar, Moren akan bekerja lebih cepat.	정보원 모렌이 수집한 정보를 분석하는 동안 보호해 주세요. 주변 몬스터들을 처리할 수록 모렌이 안심하고 더 빨리 정보를 분석할 수 있습니다
QUEST_UNUSED_20151116_002454	Bicara dengan Informant, Moren	정보원 모렌과 대화하세요
QUEST_UNUSED_20151116_002455	Kumpulkan Half Burnt Memo	반쯤 타버린 쪽지 수집
QUEST_UNUSED_20151116_002456	Kumpulkan Half Burnt Memo	반쯤 타버린 쪽지를 수집하세요
QUEST_UNUSED_20151116_002457	Bicara pada Chaser, Jeulis	추적자 예울리스와 대화
QUEST_UNUSED_20151116_002458	Bicara pada Chaser, Jeulis	추적자 예울리스와 대화하세요
QUEST_UNUSED_20151116_002459	Periksa tempat bersembunyi para Priest	사제들의 은거지 확인
QUEST_UNUSED_20151116_002460	Periksa tempat bersembunyi para Priest	사제들의 은거지를 확인하세요
QUEST_UNUSED_20151116_002461	Dapatkan diary of Urbonas	우르보나스의 일지 습득
QUEST_UNUSED_20151116_002462	Di tempat bersembunyi priest, kamu menemukan diary of Urbonas. Ambil dan berikan itu pada chaser Jeulis.	사제들의 은신처에서 우르보나스의 일지를 발견했습니다. 주워서 추적자 예울리스에게 전해줍시다
QUEST_UNUSED_20151116_002463	Defeat Minotaurs	미노타우르스 처치
QUEST_UNUSED_20151116_002464	Bicara pada chaser, Talbasia	추적자 탈바시와 대화
QUEST_UNUSED_20151116_002465	Pergi dan temui chaser, Talbasia di Paupys Port	파우피스 나루에 있는 추적자 탈바시를 찾아가세요
QUEST_UNUSED_20151116_002466	Bicara pada Informant, Fernif	정보원 페르니프와 대화
QUEST_UNUSED_20151116_002467	Bicara pada Informant, Fernif	정보원 페르니프와 대화하세요
QUEST_UNUSED_20151116_002468	Kalahkan monster disekitar	지역 몬스터 처치
QUEST_UNUSED_20151116_002469	Sang Informant, Fernif memintamu untuk mengalahkan monster yang ada di 1st dan 2nd disctrict	정보원 페르니프는 1/2번 지역의 몬스터를 처치해달라고 부탁했습니다
QUEST_UNUSED_20151116_002470	Kalahkan Rafejad	라페자드 처치
QUEST_UNUSED_20151116_002471	Defeat Rafemeiter	라페마이터 처치
QUEST_UNUSED_20151116_002472	Singkirkan Wagon yang beraroma busuk	악취나는 수레 처리
QUEST_UNUSED_20151116_002473	Sang Informant, Fernif memintamu untuk menyingkirkan wagon yang mengeluarkan aroma busuk di 1st dan 2nd district	정보원 페르니프는 1/2번 지역의 냄새나는 수레를 불태워서 없애달라고 부탁했습니다
QUEST_UNUSED_20151116_002474	Bicara pada chaser, Germeiya	추적자 게르메이야와 대화
QUEST_UNUSED_20151116_002475	Bicara pada chaser, Germeiya	추적자 게르메이야와 대화하세요
QUEST_UNUSED_20151116_002476	Menggunakan monster attracting agent	몬스터 유인제 사용
QUEST_UNUSED_20151116_002477	Chaser, Germeiya meminta kamu untuk membuat konflik diantara monster karena kekurangan kekuatan tempur	추적자 게르메이야는 일손이 부족하니 몬스터들끼리 영역다툼을 일으켜보자고 합니다
QUEST_UNUSED_20151116_002478	Monster Colony	몬스터 군락지
QUEST_UNUSED_20151116_002479	Bicara pada chaser, Laitis	추적자 라이티스와 대화
QUEST_UNUSED_20151116_002480	Bicara pada chaser, Laitis	추적자 라이티스와 대화하세요
QUEST_UNUSED_20151116_002481	Chaser, Laitis meminta kamu untuk mengalahkan monster yang muncul di hallway 4th district	추적자 라이티스는 4번 지역 통로에 나타나는 몬스터들을 처리해달라고 부탁했습니다
QUEST_UNUSED_20151116_002482	Hancurkan habitat dari para monster	몬스터 군락지 파괴
QUEST_UNUSED_20151116_002483	Hancurkan habitat dari para monster	몬스터 군락지를 파괴하세요
QUEST_UNUSED_20151116_002484	Kalahkan Chafferors yang tiba-tiba menyerang	급습한 체이퍼 처치
QUEST_UNUSED_20151116_002485	Large-Scale Search Operation	대규모 수색
QUEST_UNUSED_20151116_002486	Bicara pada chaser, Talbasi	추적자 탈바시와 대화하세요
QUEST_UNUSED_20151116_002487	Kumpulkan Priest Gelija's Memo.	사제 겔리야의 쪽지 수집
QUEST_UNUSED_20151116_002488	Kalahkan monster di District 1 dan kumpulkan Priest Gelija notes	1번지역의 몬스터들을 처치하여 사제 겔리야의 쪽지를 수집하세요
QUEST_UNUSED_20151116_002489	Memo dari Priest Gelija	사제 겔리아의 쪽지
QUEST_UNUSED_20151116_002490	Mencari tempat persembunyian	은거지 수색
QUEST_UNUSED_20151116_002491	Chaser, Talbasi meminta kamu untuk mencari tempat persembunyian priest yang pernah ditemukan sebelum kamu menemui Informant Larena.	추적자 탈바시는 정보원 라레나에게로 가기 전에 얼마 전 발견된 사제들의 은거지를 수색해달라고 부탁했습니다.
QUEST_UNUSED_20151116_002492	Bicara pada Informant, Larena	정보원 라레나와 대화
QUEST_UNUSED_20151116_002493	Bicara pada Informant, Larena	정보원 라레나와 대화하세요
QUEST_UNUSED_20151116_002494	Mencari jejak dari Priest	사제들의 흔적 수색
QUEST_UNUSED_20151116_002495	Informant Larena meminta kamu untuk membawa Jolly, anjing sang Priest dan mencari jejaknya disekitar.	정보원 라레나는 사제들이 기르던 잘리를 데리고 주변에서 사제들의 흔적을 찾아와 달라고 부탁했습니다
QUEST_UNUSED_20151116_002496	Bicara pada chaser, Sandal	추적자 센달과 대화
QUEST_UNUSED_20151116_002497	Bicara pada chaser, Sandal	추적자 센달과 대화하세요
QUEST_UNUSED_20151116_002498	Selamatkan priest, Pranas	사제 프라나스 구출
QUEST_UNUSED_20151116_002499	Chaser, Sandal memintamu untuk menyelamatkan priest Pranas, yang ditangkap oleh demon	추적자 센달은 마족에게 잡혀 위기에 처한 사제 프라나스를 구해달라고 부탁했습니다
QUEST_UNUSED_20151116_002500	Bicara pada priest, Pranas	사제 프라나스와 대화
QUEST_UNUSED_20151116_002501	Bicara pada priest, Pranas	사제 프라나스와 대화하세요
QUEST_UNUSED_20151116_002502	Kalahkan Specter Monarchs	스펙터 군주 처치
QUEST_UNUSED_20151116_002503	Mencari jejak dari bishop, Urbonas	주교 우르보나스의 흔적 찾기
QUEST_UNUSED_20151116_002504	Priest Pranas, memintamu untuk kembali ke Orsha setelah menemukan jejak dari Urbonas di tempat persembunyian. Pranas kembali ke Orsha karena terluka	사제 프라나스는 은거지에서 주교 우르보나스의 흔적을 찾아서 오르샤로 돌아와 달라고 부탁했습니다. 프라나스는 부상 때문에 오르샤로 먼저 돌아갔습니다
QUEST_UNUSED_20151116_002505	Bicara dengan Informant, Orwen	정보원 오르웬과 대화
QUEST_UNUSED_20151116_002506	Bicara dengan Informant, Orwen	정보원 오르웬과 대화하세요
QUEST_UNUSED_20151116_002507	Kalahkan monster pada District 1	1번 지역 몬스터 처치
QUEST_UNUSED_20151116_002508	Informant Orwen meminta kamu untuk mengalahkan monster di District 1 yang mengganggu operasi pencarian informant.	정보원 오르웬은 1번 지역에서 정보원들의 수색 활동 방해하는 몬스터들을 처치해달라고 부탁했습니다
QUEST_UNUSED_20151116_002509	Matikan Ominous Magic Circle	불길한 마법진 해체
QUEST_UNUSED_20151116_002510	Informant Orwen meminta kamu untuk menghilangkan magic circle yang tersebar di District 1/2	정보원 오르웬은 1/2 지역에 분포한 불길한 마법진을 해체해 달라고 부탁했습니다
QUEST_UNUSED_20151116_002511	Preliminary Investigation	사전 조사
QUEST_UNUSED_20151116_002512	Bicara pada Informant, Notores	정보원 노토레스와 대화
QUEST_UNUSED_20151116_002513	Kalahkan Monster di district 3	3번지역 몬스터 처치
QUEST_UNUSED_20151116_002514	Informant Notores, meminta kamu untuk memeriksa 3rd district dan memastikan keamanan penduduk yang datang ke Orsha. Kalahkan monster yang ada disana	정보원 노토레스는 오르샤로 몰려오는 이주민들의 안전한 이주를 위해 사전에 3번지역이 안전한지 확인해보려고 합니다. 해당 지역의 몬스터들이 처치할 수 있는 수준인지 알아봐달라고 부탁했습니다.
QUEST_UNUSED_20151116_002515	Memeriksa Camp Region	캠프 지역 확인
QUEST_UNUSED_20151116_002516	Informant Notores, ingin memeriksa keadaan di rest camp pada 4th district saat para penduduk menuju ke Orsha. Ayo periksa apakah 4th camp district dalam kondisi aman.	정보원 노토레스는 이주민들이 오르샤로 향하는 동안 4번 장소의 캠프에서 쉬어도 좋을지 확인하고 싶다고 합니다. 4번 캠프 지역이 안전한지 확인해 봅시다
QUEST_UNUSED_20151116_002517	Bicara pada Informant, Notores	정보원 노토레스와 대화하세요
QUEST_UNUSED_20151116_002518	Kumpulkan Polluted Blood	오염된 피 수집
QUEST_UNUSED_20151116_002519	Informant Notores melihat tanda-tanda dari monster yang terpengaruh demon. Kalahkan monster di district 5 dan kumpulkan sampel darah mereka, lalu bawa ke Notores.	정보원 노토레스는 광포해진 몬스터들로부터 마족의 징후를 포착했다고 합니다. 5번지역 몬스터들을 처치하여 그들의 오염된 피를 수집해서 정보원 노토레스에게 전달합시다
QUEST_UNUSED_20151116_002520	Bicara pada chaser, Zegaus	추적자 제가우스와 대화
QUEST_UNUSED_20151116_002521	Bicara pada chaser, Zegaus	추적자 제가우스와 대화하세요
QUEST_UNUSED_20151116_002522	Chaser Zegaus meminta kamu untuk mengalahkan monster di District 7 untuk melindungi orang-orang yang cedera.	추적자 제가우스는 부상당한 자신들을 위해 7번 지역의 몬스터를 처치해달라고 부탁했습니다
QUEST_UNUSED_20151116_002523	Menerima pockets of the chasers	추적자들의 주머니 회수
QUEST_UNUSED_20151116_002524	Menerima pockets of the chasers	추적자들의 주머니 회수하세요
QUEST_UNUSED_20151116_002525	Arahan yang berbahaya	위험한 단서
QUEST_UNUSED_20151116_002526	Priest Pranas menunggumu di pintu masuk Ashak Undergorund Prison di paupys port	사제 프라나스가 파우피스 나루의 아샤크 지하 감옥 입구에서 당신을 기다리고 있습니다
QUEST_UNUSED_20151116_002527	Tentang Urbona's	우르보나스의 행방
QUEST_UNUSED_20151116_002528	Ikuti Priest Pranas	사제 프라나스 따라가기
QUEST_UNUSED_20151116_002529	Priest pranas memberitahumu dia akan pergi ke lantai 1  Ashak Underground Prison. Ikuti priest pranas menuju lantai 1 Ashak underground Prison	사제 프라나스는 동료들과 함께 아샤크 지하 감옥 1층으로 먼저 진입하겠다고 말했습니다. 아샤크 지하 감옥 1층으로 사제 프라나스를 따라가세요
QUEST_UNUSED_20151116_002530	Cari cara untuk melepaskan Curse Totem	저주 토템을 해제할 방법 찾기
QUEST_UNUSED_20151116_002531	Priest pranas memintamu mencari cara untuk melepaskan curse totem	사제 프라나스는 저주 토템을 해제할 방법을 찾아달라고 부탁했습니다
QUEST_UNUSED_20151116_002532	Periksa Curse Totem 	저주 토템 확인
QUEST_UNUSED_20151116_002533	Kamu telah selesai mengalahkan iblis di sekitar area,  periksa kembali Curse Totem	주변의 마족들을 충분히 처리했습니다. 저주토템을 다시 확인해 봅시다
QUEST_UNUSED_20151116_002534	Hancurkan 3rd Zone Cursed Totem	3구역 저주 토템 파괴
QUEST_UNUSED_20151116_002535	Priest Pranas memintamu untuk menghancurkan curse totem yang telah dipersiapkan untuk mengeluarkan Urbonas dari pesembunyiannya dengan menggunakan cara yang sama.	사제 프라나스는 같은 방식으로 우르보나스의 은거지로 가는 길에 설치되어 있는 저주 토템을 파괴해 달라고 부탁했습니다
QUEST_UNUSED_20151116_002536	Hancurkan the 4th Zone Cursed Totem Fragments	4구역 저주 토템 파편 제거
QUEST_UNUSED_20151116_002537	Curse totem yang diminta priest praas untuk di hancurkan telah dikancurkan oleh orang lain. Tapi tampaknya pecahan nya masih berfungsi. Hancurkan fragment daro curse totem.	사제 프라나스가 처리해달라고 부탁한 저주 토템이 이미 누군가에 의해 파괴되어 있습니다. 하지만 그 파편들이 아직 작동하는 것 같습니다. 저주 토템의 파편들을 제거하세요
QUEST_UNUSED_20151116_002538	Periksa 4th Zone Cursed Totem	4구역 저주 토템 확인
QUEST_UNUSED_20151116_002539	Periksa curse totem	저주 토템 확인을 확인하세요
QUEST_UNUSED_20151116_002540	Saat kamu menghancurkan curse totem yang di minta oleh priest pranas, boss monster mencoba untuk menjaga totem yang muncul.	사제 프라나스가 부탁한 저주 토템을 파괴하는 중 토템을 지키려하는 보스몬트서가 나타났습니다
QUEST_UNUSED_20151116_002541	Bicara dengan Urbonas	우르보나스와 대화
QUEST_UNUSED_20151116_002542	Bicara dengan Urbonas	우르보나스와 대화하세요
QUEST_UNUSED_20151116_002543	Bishop urbonas memintamu untuk berjalan memasuki magical field untuk memeriksa apakah mau Savior yang sebenarnya.	주교 우르보나스는 그의 교단에서 계시자를 위해 준비한 마법진에 올라가서 계시자임을 확인해보라고 했습니다
QUEST_UNUSED_20151116_002544	Bicara dengan chaser, Torbana	추적자 토르바나와 대화
QUEST_UNUSED_20151116_002545	Kumpulkan red essences	붉은 결정 수집
QUEST_UNUSED_20151116_002546	Chaser, Torbana memintamu untuk mengumpulkan Red Essences yang digunakan oleh demon untuk mengumpulkan informasi.	추적자 토르바나는 영주 직속 정보대원들에게 도움을 주기 위해 마족들이 사용하는 붉은 결정을 수집해달라고 부탁했습니다
QUEST_UNUSED_20151116_002547	Bicara dengan chaser torvana	추적자 토르바나와 대화하세요
QUEST_UNUSED_20151116_002548	Kumpulkan pecahan dari Black trees	검은 나무 조각 수집
QUEST_UNUSED_20151116_002549	Chaser Torvana telah menyuruhmu untuk mengumpulkan Black Wooden Piece yang diminta oleh 2nd Ward Intelligence Command.	추적자 토르바나는 2번지역에서 영주 직속 정보대에서 의뢰한 검은 나무 조각을 수집해달라고 부탁했습니다
QUEST_UNUSED_20151116_002550	Bicara dengan Chaser Daramouse	추적자 다라마우스와 대화
QUEST_UNUSED_20151116_002551	Dapatkan Demons' pocket.	마족 꾸러미 습득
QUEST_UNUSED_20151116_002552	Chaser Daramaus memintamu untuk memeriksa objek yang digunakan oleh demon, atas permintaan dari 3rd ward intelligence command. Kalahkan demon untuk mengumpulkan sack yang mereka bawa.	추적자 다라마우스는 3번지역에서 영주 직속 정보대의 의뢰로 마족들이 사용하는 물건들을 조사해봐야 겠다고 합니다. 마족을 처치하여 마족 꾸러미를 습득하세요
QUEST_UNUSED_20151116_002553	Selidiki Demons' pockets	마족 꾸러미 조사
QUEST_UNUSED_20151116_002554	Sebagai chaser, Daramouse memintamu untuk mengumpulkan Demon's Pockets. Gunakan Pockets dan beritahu efeknya ke Daramouse	추적자 다라마우스가 의뢰한 대로 마족 꾸러미를 충분히 모았습니다. 마족 꾸러미를 사용해보고 그 효롸를 다라마우스에게 알려줍시다
QUEST_UNUSED_20151116_002555	Bicara dengan chaser Daramaus	추적자 다라마우스와 대화하세요
QUEST_UNUSED_20151116_002556	Pergi ke 2nd floor of Ashak Underground Prison dengan cara mengikuti  priest, Pranas	사제 프라나스를 따라 아샤크 지하 감옥 2층으로 가세요
QUEST_UNUSED_20151116_002557	Hancurkan 2nd Ward Cursed Totem	2지역 저주 토템 파괴
QUEST_UNUSED_20151116_002558	Priest pranas memintamu untuk menghancurkan curse totem yang berada di  2nd floor of Ashak Underground Prison	사제 프라나스는 아샤크 지하 감옥 2층에 설치되어 있는 저주 토템을 파괴해달라고 부탁했습니다
QUEST_UNUSED_20151116_002559	Selamatkan priest. Iruma	사제 이르마 구출
QUEST_UNUSED_20151116_002560	Priest pranas memintamu untuk menyelamatkan priest iruma yang terkurung di 3rd district	사제 프라나스는 3번 구역에 고립된 사제 이르마를 구출해달라고 부탁했습니다
QUEST_UNUSED_20151116_002561	Bicara dengan Priest Irma	사제 이르마와 대화하세요
